dauid,Emp_fulltime,Emp_notemp,stu_notstudent,stu_fulltime,person_n,hhld_size,hhld_vehicles,person_age,drivelic_NO,drivelic_YES,TPass_No,person_N_trips
35204190,505.75,462.82,1063.69,283.72,1500.68,2.278374191,0.523366167,39.59159181,416.75,1083.93,763.7,2.150578404
35204191,129.98,29.19,150.79,26.56,332.38,1.371261191,0.713313255,54.2369577,132.38,179.19,187.24,2.222576569
35204192,6.79,12.61,45.16,0,58.04,2.276971361,0.266378972,36.58287388,45.43,12.61,52.22,0.978635424
35204193,262.85,0,369.19,0,708.34,2.445840959,0.734539553,41.80102776,320.71,322.61,584.39,2.581203942
35204194,430.96,23.52,529.11,0,706,2.960983794,1.421432141,39.86283286,184.3,521.7,664.79,2.853526912
35204195,988.74,529.02,1610.65,227.66,2213.36,2.395503662,0.846745532,41.30469512,362.34,1750.02,1358.3,1.737683883
35204196,212.8,37.88,300.79,17.88,451.99,2.67284351,1.078059854,46.58791124,51.11,365.07,327.93,2.227947521
35204197,199.52,272.81,424.45,113.11,707.12,2.339331476,0.685877437,44.49113305,178.5,528.62,603.44,1.167156918
35204198,336.67,346.97,552.65,139.87,984.21,2.055275962,1.016204816,39.98249357,190.57,793.64,644.2,1.776236779
35204199,416.56,56.63,615.27,117.25,845.39,2.210285505,0.605208115,48.60160399,484.94,360.45,461.54,1.763966927
35204200,10.07,4.87,14.94,0,20.14,2,1.483614697,56.4836147,0,20.14,9.74,1.483614697
35204201,312.36,500.02,681.63,133.33,1170.42,2.915128261,2.161948889,44.60538097,145.65,1024.77,1072.44,2.439970267
35204202,200.68,47.23,227.1,51.95,352.51,2.65646514,1.3271999,35.64080452,89.93,262.58,233.35,3.053246716
35204204,0,21.72,27.28,0,54.56,2,1.203812317,64.41825513,5.14,49.42,54.56,3.501832845
35204205,279.41,89.86,364.18,71.02,477.62,5.665726987,2.744334815,34.7939366,56.17,421.45,307.87,1.684184079
35204206,39.74,6.86,65.84,0,76.23,2.177200095,1.065823992,44.05693297,31.54,44.69,56.99,3.383969566
35204207,118.65,9.44,145.3,0,238.19,2.667389654,1.548638976,47.51702422,53.77,184.42,152.71,2.201897645
35204208,427,246.12,592.28,59.92,1020.75,2.794188266,0.763857251,43.54174871,354.7,666.05,552.89,2.567533676
35204209,11.89,0,23.78,0,23.78,2,2,62.5,0,23.78,23.78,3
35204211,0,49.8,49.8,0,78.49,1.147011545,0.727750986,55.6845458,28.69,49.8,78.49,2.608357753
35204212,253.78,257.9,564.69,109.88,1278.92,4.4229795,1.059908106,43.83426641,801.46,477.46,1278.92,1.342007319
35204213,467.03,135.99,623.06,12.33,1048.74,3.044522841,1.622495751,47.21925358,284.35,743.82,747.72,2.123786639
35204214,254.26,71.58,333.1,51.56,564.22,3.002238522,1.654743761,41.29428237,151.43,412.79,439.24,2.313530183
35204215,273.61,47.63,340.94,15.56,527.3,2.923235639,1.695896835,39.53206903,79.22,448.08,354.44,1.827574436
35204216,309.77,255.5,689.9,0,900.84,4.30731057,1.852085031,44.93609298,75.74,758.36,868.44,1.744327517
35204217,109.66,83.75,320.66,0,388.69,3.870611343,1.098371389,39.27309681,186.45,202.24,317.45,1.221539016
35204218,510.7,245.36,916.57,132.07,1433.52,4.498125915,2.275461201,37.7253474,358.5,1075.02,1261.94,2.584986606
35204219,0,224.22,224.22,0,224.22,3,1,36.66666667,224.22,0,224.22,2
35204220,138.25,24.91,331.08,0,367.06,1.518600735,0.790913962,47.51125157,54.63,312.43,233.24,2.794583992
35204221,130.68,108.96,199.99,79.3,279.29,1.396170766,0.452059588,32.34143722,108.96,170.33,60.07,2.293028751
35204222,269.62,155.68,395.59,0,715.04,1.46246163,0.561718982,56.74429403,168.9,546.14,449.58,1.308066682
35204224,870.86,349.46,1105.99,49.1,1545.57,2.070203416,1.244890968,45.8100636,251.63,1293.94,1227.69,1.739164192
35204226,287.49,241.76,538.45,31.43,697.39,3.573200881,1.128916258,44.09303259,298.83,383.99,571.1,1.239665037
35204227,752.75,326.36,1096.69,36.34,1336.41,3.011890606,1.293638526,41.485375,299.83,1036.58,1072.7,2.148292814
35204228,2058.29,254.07,2436.97,142.25,2820.22,1.471411653,0.513055235,37.42843466,357.25,2432.97,1564.73,2.217458212
35204229,803.06,152.86,975.99,107.36,1186.13,1.38463065,0.466298562,36.64283847,185.23,980.3,574.43,2.286570612
35204230,1605.45,211.63,1914.78,89.04,2435.11,1.76667773,0.679264852,38.95674117,314.7,2038.47,1271.63,2.525491662
35204231,592.94,303.43,918.47,56.08,1349.89,2.634874841,1.201272804,37.629555,495.73,854.16,978.17,2.057826934
35204232,546.08,191.45,728.29,236.63,1162.67,3.308078287,1.384631551,39.40517086,544.01,618.66,659.5,2.063517593
35204233,13,8.09,21.09,0,39,3,0.622307692,60.90153846,13,26,34.09,1.748205128
35204235,118.02,35.82,162.4,26.1,415.88,3.269496855,1.199056604,56.44416659,134.92,280.96,406.16,2.174353179
35204236,296.12,22.72,277.59,41.25,521.99,2.670127442,1.823254441,47.44997031,100.27,421.72,262,2.515335543
35204237,77.74,42.14,119.88,0,183,2.829081256,1.35584722,48.41617486,66.6,116.4,143.63,2.060327869
35204238,206.39,20.66,234.43,20.66,366.15,3.417544761,1.835432194,42.46767718,85.47,280.68,349.45,2.084063908
35204240,596.88,189.55,889.66,42.22,1261.85,1.895828465,0.92831269,48.52411142,340.3,844.12,1061.73,1.862305345
35204242,1106.92,285.03,1486.41,92.1,2187.55,1.947052982,1.086145617,42.75300222,627.63,1530.81,1560.16,1.816013348
35204243,510.35,402.57,825.91,233.41,1449.91,2.918324334,0.409702142,34.97068784,865.4,584.51,994.66,1.778262099
35204244,101.09,100.83,136.19,43.82,261.31,2.527176015,1.432882012,44.23431939,69.33,191.98,174.21,2.335961119
35204245,92.74,35.71,117.59,10.86,161.98,2.246236314,0.181569343,30.73447339,91.91,70.07,46.91,2.279046796
35204246,157.83,423.77,608.39,26.79,892.2,1.440875058,0.126652362,54.40237615,585.31,306.89,710.46,1.212093701
35204249,1132.34,446.76,1563.81,141.41,2420.03,2.86741789,1.181127227,45.46358516,830.36,1571.49,1820.59,1.834072305
35204250,903.5,197.41,1148.4,41.8,1344.93,1.773525541,1.03744467,37.63262772,58.88,1286.05,791.15,2.369208806
35204251,51.08,0,72.68,7.88,80.56,4.198100407,1.732700136,41.09781529,7.88,51.08,29.48,2.561569017
35204252,294.24,103.97,514.9,92.52,1043.43,2.73966812,0.907498818,44.64985672,334.03,709.4,932.16,1.394803676
35204253,114.39,0,114.39,0,225.55,2.728015931,1.828215072,52.4610951,34.73,190.82,210.36,3.994058967
35204254,67.8,198.73,221.75,120.02,423.25,2.835275991,0.82857717,45.00363851,151.34,271.91,332.35,1.103343178
35204255,296.11,97.38,471.56,96.49,584.06,2.818294033,0.643398314,37.28207718,255.04,329.02,423.1,2.846265795
35204256,117.56,69.13,161.97,54.32,255.26,3.710953718,1.952008792,39.0172765,67.43,187.83,210.85,2.663558724
35204257,284.8,147.15,409.97,74.94,641.86,2.4647573,1.114599219,46.53306017,256.56,347.43,521.59,2.620992117
35204259,1942.23,1711.67,3570.61,517.19,5332.34,3.243573848,0.928997491,39.04524468,2215.14,3067.05,4217.56,1.63157263
35204261,311.27,188.5,471.93,187.77,768.39,2.377885746,0.991118401,36.36058512,147.15,527.61,524.5,1.55903903
35204262,54.74,153.39,208.13,0,351.13,4.475807317,2,35.76068693,143,208.13,329.42,3.314726739
35204263,131.17,89.86,251.82,0,403.06,3.044748977,2.022342015,44.31000347,78.53,324.53,352.17,2.828412643
35204265,369.1,165.65,644.86,0,949.71,2.034749898,1.686437576,55.62741258,77.06,802.67,880.68,2.276852934
35204266,24.16,54.51,78.67,48.38,165.7,3.148992778,1.65336374,42.21291491,6.13,159.57,117.32,1.950633675
35204267,1590.49,1279.6,2818.37,405.34,4184.41,3.337109383,1.005968744,40.56882571,1324.05,2531.67,3282.4,1.758372148
35204268,17.95,83.38,124.95,0,531.33,1.507789665,1.060444394,71.52449513,77.71,453.62,509.32,2.167165415
35204269,1775.37,1715.59,3076.86,612.16,5538.27,3.397050594,1.074133454,40.16486917,2317.16,3073.89,3913.75,1.63884751
35204271,202.49,59.15,337.79,0,611.61,2.699156987,1.513927198,52.11536764,166.31,445.3,506.81,2.088111705
35204272,1283.53,592.18,1874.67,181.79,3284.03,2.130721454,0.774842566,49.0810224,1335.8,1877.54,2698.67,1.856301556
35204273,NA,NA,NA,NA,27.49,1,0.648599491,78.51400509,9.66,17.83,27.49,6.485994907
35204274,226.01,54.64,280.65,0,410.07,1.907359491,1.077412513,53.85490282,119.89,290.18,392.69,1.939156729
35204275,114.49,83.66,174.21,31.82,267.95,1.433121019,0.508238143,44.69192013,80.32,187.63,159.81,2.729389812
35204276,173.32,0,193.86,0,401.88,2.794722546,1.994502652,48.10908729,103.69,298.19,338.82,2.023315418
35204277,753.03,253.53,1046.85,55.49,1650.27,2.65996079,1.549042377,46.00032722,393.52,1256.75,1336.42,2.214189193
35204278,246.15,26.57,306.66,0,389.15,3.314489785,1.500581363,44.25093152,40.61,348.54,370.21,3.810124631
35204279,85.61,63.45,232.19,0,399.8,3.172100413,1.618303146,47.32051026,133.2,266.6,341.54,3.812606303
35204280,194.93,26.05,264.59,26.05,331.44,2.967419777,1.311394892,44.22601376,34.38,297.06,242.91,1.821144098
35204281,46.13,14.2,95.93,0,211.77,3.164242591,1.453347969,52.45606082,70.25,141.52,203.39,1.515937102
35204282,218.94,98.12,318.2,27.32,422.14,3.189996527,1.504411254,48.05204435,83.19,266.49,390.78,1.773013692
35204283,308.82,96.46,506.05,31.14,741.39,4.178337386,1.665498908,40.26508315,246.83,494.56,639.36,1.262345055
35204284,1051.87,834.93,1746.6,318.45,3437.02,2.606466865,5,48.70057201,978.48,2031.37,2945.3,1.725488941
35204285,284.31,95.9,451.29,78.86,766.04,2.735563935,1.091090725,47.94716986,204.93,508.07,522.88,2.250352462
35204286,234.72,50.36,329.31,34.49,568.66,4.895067573,1.77773952,44.85986354,227.72,285.08,529.34,1.42492878
35204287,300.11,340.48,586.93,163.03,972.21,1.770671648,0.498378195,42.17228788,269.73,702.48,667.91,1.981403195
35204288,72.14,37.88,152.01,0,264.04,3.476040021,1.02093207,40.62721557,186.08,77.96,245.1,1.367520073
35204289,180.4,234.13,521.34,24.48,606.38,2.630908002,0.716249501,45.17442858,282.76,323.62,486.52,1.61350968
35204290,359.03,564.47,991.3,0,1509.93,1.955243775,0.802635964,43.67008404,636.1,873.83,1198.86,3.33107495
35204291,16.44,85.22,63.66,0,175.18,1.391863976,0.781900524,48.43172737,49.32,125.86,158.74,3.669768238
35204292,104.91,59.45,226.49,14.86,275.31,2.173957675,1.123499684,45.02535324,111.73,163.58,223.51,1.526061531
35204293,19.72,13.33,87.49,0,126.93,2.862328903,0.799047808,55.47490743,29.16,88.33,117.49,1.632317025
35204294,157.93,61.92,204.46,49.14,265.12,3.50210396,1.608168317,42.51784098,65.04,160.5,213.52,2.164114363
35204295,154.79,0,154.79,0,206.25,1.442760027,1.232834806,47.16295758,27.44,165.89,201.07,2.329987879
35204296,57.13,41.33,141.16,0,232.47,2.632751938,1.555878553,47.73497656,48.33,184.14,176.48,1.393556158
35204297,149.92,34.56,206.46,0,246.15,3.046410891,1.984282178,42.10733293,22.99,223.16,229.45,2.551127361
35204298,190.76,636.82,886.71,152.52,1899.7,3.074125385,0.560009146,44.43374217,953.49,946.21,1487.1,1.872190346
35204299,137.21,35.31,228.84,27.38,298.88,2.833578552,1.611574301,46.2435091,62.37,236.51,256.24,2.113891863
35204300,104.53,13.43,131.39,0,150.88,1.364318654,0.319649155,39.5980912,88.67,62.21,137.45,1.919671262
35204301,97.33,33.9,132.86,17.59,212.82,2.908885183,1.496545974,49.23888732,51.27,143.96,189.89,2.389390095
35204302,75.3,17.98,99.13,0,160.46,2.443429268,1.296939242,53.1172878,46.55,105.54,141.33,2.266359217
35204303,83.33,83.33,136.36,55.76,340.32,2.839385565,1.142875506,38.53249882,134.93,205.39,284.56,2.759931829
35204304,185.55,118.49,333.01,47.58,448.5,4.563980263,2.274259868,44.28931996,54.67,346.25,275.68,2.196610925
35204305,366.35,166.21,537.64,65.03,812.46,3.011033203,1.302570977,44.24001182,200.49,521.09,700.75,2.181818182
35204306,818.98,619.36,1419.41,123.73,2373.25,2.759408896,0.741719444,38.77821974,1117.31,1203.84,1682.85,1.746786053
35204309,99.88,48.44,245.84,81.8,571.47,3.708084948,1.020491803,38.84648363,199.21,323.82,541.71,1.321801669
35204310,799.07,751.1,1487.01,169.81,2287.93,2.796873923,1.17841078,44.90178021,487.57,1665.34,1871.04,2.123950471
35204311,888.99,370.47,1436.19,127.58,2137.97,2.285135309,0.953902712,37.08090385,495.85,1615.28,1513.45,1.917300056
35204312,575.94,291.18,862.17,42.44,1214.73,1.804626218,0.909600071,39.91545446,175.51,982.93,723.27,1.701974924
35204313,561.23,281.43,819.1,41.15,1145.71,2.046578101,1.056468639,42.98036152,154.86,990.85,799.9,2.330677047
35204314,249.55,110.82,473.08,17.31,1004.9,1.749241178,0.964661794,58.94708926,194.05,742.59,849.92,1.825027366
35204315,145.13,34.45,178.45,8.28,275.06,2.895673229,1.80134751,44.98280375,32.18,242.88,199.85,1.961462954
35204317,1034.2,242.4,1225.54,124.4,1594.62,1.62739575,0.865266467,39.78446276,416.33,1169.79,643.75,1.997190553
35204318,107.1,13.44,143.08,0,250.74,2.683506005,1.598239663,55.29508654,65.87,157.99,229.83,1.675719869
35204319,325.37,122.3,480.74,72.82,814.38,3.654170537,1.376258592,38.62812201,240.48,506.1,601.64,2.741717626
35204321,1378.05,673.73,1870.21,243.95,3034.87,1.733673252,0.789125723,43.78671574,472.37,2438.6,1922.35,1.93376652
35204322,181.53,39.51,283.5,31.07,425.45,3.304680099,1.586496558,45.82047244,88.76,315.1,318.86,2.408696674
35204323,216.39,91.85,216.39,91.85,331.53,1.218905107,0.768337071,39.61008054,8.27,323.26,202.09,2.481283745
35204324,215.6,146.36,393.83,43.12,578.06,2.908182948,1.533370483,44.45818773,162.58,401.47,453.97,2.760111407
35204325,281.24,114.9,360.67,19.05,518.49,3.3282712,1.665899182,47.17313738,99.43,390.38,452.84,1.814692665
35204326,928.29,307.06,1069.03,154.58,1490.91,2.035444712,1.0966277,39.68201971,158.79,1281.28,1041.83,2.030739615
35204327,390.15,85.32,578.68,0,664.16,3.828112908,2.156816423,42.03276319,59.24,604.92,548.28,3.588788846
35204328,308.15,124.4,448.34,0,708.63,1.96669509,0.899006872,51.49964015,232.9,396.3,418.83,2.508107193
35204329,977.88,804.31,1781.9,421.94,3379.08,3.143396439,0.732138968,38.03855487,1897.68,1443.73,2294.43,2.100991986
35204330,308.86,666.83,684.38,391.55,1208.83,3.337454282,0.491313624,30.44915331,654.47,554.36,734.46,2.08121903
35204331,113.3,201.47,316.85,116.08,730.79,4.779729052,1.536778726,35.68254902,334.24,396.55,585.7,2.1181598
35204332,320.07,137.05,486.06,123.08,744.07,3.219452505,0.945844841,36.66086524,218,526.07,500.42,1.52360665
35204333,594.35,695.82,1697.52,143.99,2228.71,3.365767565,0.737004052,38.50342575,1381.26,847.45,1878.12,2.571828547
35204334,40.61,26.04,66.65,0,152.11,2.728430493,1.728430493,64.09151272,14.57,85.46,152.11,0.93208862
35204335,240.11,186.93,460.86,0,757.04,1.814970356,0.610492275,55.14044172,347.35,409.69,635.92,1.129438339
35204336,263.82,50.26,301.46,31.44,437.83,2.711021672,1.748235294,44.68955987,57.11,380.72,401.23,2.163191193
35204337,157.7,159.95,352.05,10.73,441.23,2.551080302,0.886909882,46.78235841,83.86,357.37,327.92,2.17272171
35204338,110.48,58.28,168.76,0,253.14,3,2,44.5381212,84.38,168.76,247.44,1.607094888
35204339,307.43,87.58,393.78,19.95,800.9,2.435253134,0.978213072,55.711999,391.9,409,571.35,1.328855038
35204340,109.95,29.96,180.66,15.08,296.37,1.939848148,1.897826941,50.29402436,57,239.37,274.58,2.17933664
35204341,32.12,51.86,65.9,39.14,187.06,2.231420732,1.39162591,56.43617021,49.49,110.81,160.47,1.835453865
35204342,161.38,76.86,242.06,6.99,395.21,2.82919569,1.924510329,51.75129678,63.63,331.58,354.09,2.912831153
35204343,119.05,59.46,230.2,0,434.17,2.725394601,1.536534828,49.69855126,136.24,280.7,414.45,1.401616878
35204344,393.43,335.21,786.8,38.47,1241.26,1.327607598,0.671633011,53.91565023,359.14,882.12,750.82,2.035536471
35204345,19.15,21.2,34.65,5.7,46.05,3.423791822,1,51.29207383,5.7,34.65,26.9,1.079261672
35204346,198.8,195.23,541.77,0,636.84,2.389576107,0.81825716,47.36148797,340.03,296.81,376.21,1.823205201
35204347,556.93,173.1,829.25,0,1052.44,3.727809152,0.93471269,42.22136179,482.45,569.99,607.97,1.802573068
35204348,1002.62,323.94,1412.4,91.75,2419.99,2.42111233,0.875764255,44.8063587,872.81,1470.36,1663.06,2.236401803
35204349,170.21,23.09,209.5,0,335.68,2.877776958,1.810318105,56.10352121,64.7,270.98,335.68,2.060206149
35204350,130.65,0,157.18,13.55,228.78,2.654060325,1.484222738,48.55450651,55.01,173.77,184.04,2.044016085
35204351,837.51,501.4,1382.41,369.06,2184.49,2.542467873,0.93096814,47.36363179,820.4,1336.65,1380.66,2.264537718
35204352,555.86,340.54,830.81,93.82,1374.62,2.876385182,1.053951306,42.48609798,461.81,824.68,1103.5,1.586474808
35204353,639.23,516.72,1099.63,246.41,1942.37,3.291653418,0.775198728,32.27915382,1070.15,872.22,1517.98,2.105963333
35204355,835.41,312.22,1282.1,59.24,1886.55,2.853227329,1.075726269,46.85303331,476.79,1396.82,1455.5,2.062744163
35204356,1083.96,25.18,1071.11,58.48,1445.94,2.341191628,0.9770419,40.89711191,367.49,1078.45,682.09,2.312198293
35204357,397.38,122.08,575.33,50.2,877.42,4.214853548,1.575436807,40.80367441,397.54,479.88,708.55,2.047343348
35204358,179.17,26.31,404.35,26.31,597.12,1.867225367,0.653678977,46.75306471,181.98,415.14,419.26,1.900773714
35204359,266.36,160.68,597.34,21.69,688.74,2.581289607,0.922344349,39.04033452,213.79,474.95,456.06,2.018236199
35204360,191.51,130.14,386.42,36.44,549.47,1.558918362,0.869076327,51.96915209,78.32,471.15,433.33,1.973883925
35204361,193.67,15.09,260.48,0,313.82,2.760023412,2.009877085,44.19549423,20.88,292.94,313.82,2.391243388
35204362,75.91,80.41,174.09,0,341.58,3.032906186,1.622132574,52.84814685,119.21,222.37,286.88,1.554394285
35204363,322.54,116.57,433.54,29.35,511.1,3.135785363,2.464122266,46.85717081,34.76,445.82,457.97,2.229191939
35204364,173.03,290.78,360.4,50.14,809.44,3.539902179,0.971056216,34.04464815,470.67,338.77,782.52,1.633462641
35204365,316.59,134.96,480.94,91.29,769.01,3.056871188,1.754323645,38.1243807,125.88,643.13,601.82,2.883473557
35204366,159.19,254.8,408.67,109.94,807.2,2.268223345,0.084313344,37.05253964,484.43,322.77,524.61,1.847324083
35204367,481.61,758.61,1063.69,374.2,1787.17,2.863635753,0.662025776,41.02226985,920.32,866.85,1097.87,2.000705025
35204369,275.17,65.05,392.79,0,659.5,3.447853925,1.573867678,39.85654284,239.85,419.65,435.64,2.435026535
35204370,541.35,455.98,952.11,149.46,1821.78,2.925103357,0.767775254,43.79274117,1043.76,778.02,1204.54,1.772145923
35204371,829.26,761.07,1590.63,178.31,2221.81,3.247618838,0.352752909,36.84860992,1284.46,937.35,1135.62,1.627479397
35204372,806.94,465.42,988.11,171.94,1536.3,2.094072717,0.497954094,36.14061056,723.76,737.6,592.7,1.608826401
35204373,445.42,422.56,851.09,71.46,1384.04,2.733365569,1.104649289,46.59803185,447.28,936.76,1133,1.436316869
35204374,226.97,27.02,244.67,9.32,297.15,2.556251262,1.884063825,42.00242302,9.32,287.83,280.23,2.485714286
35204375,291.34,92.21,383.1,20.35,559.39,3.041380312,1.62941632,44.34621641,98.57,460.82,503.37,2.216485815
35204376,253.53,118.8,292.65,79.68,488.02,3.293767041,1.651765899,43.39479939,136.79,351.23,404.63,1.928834884
35204377,157.6,18.78,239.28,31.45,302.18,4.077445932,2.464263646,36.79674366,31.45,270.73,302.18,2.286981269
35204378,69.06,7.6,95.31,0,148.55,1.969897892,1.383370906,54.86718277,44.23,104.32,148.55,2.684348704
35204379,91.9,49.1,141,0,337.15,3.275527057,2.098902167,46.01830046,54.03,218.26,317.24,2.218626724
35204380,2023.11,374.58,2572.91,112.42,3394.02,1.603723029,0.563380346,40.13515831,981.78,2315.68,2085.11,2.180983023
35204381,1007.87,225.25,1289.6,90.23,1655.14,1.646213267,0.690138279,43.12433993,394.91,1203.91,855.05,2.322009014
35204382,1013.87,243.68,1289.39,54.82,1601.29,1.566135798,0.518329807,39.70787927,422.25,1162.99,705.95,2.349593141
35204383,162.08,102.15,212.71,97.75,369.12,1.64029965,0.621692376,39.86671001,81.66,189.71,231.61,3.043319246
35204384,574.39,161.37,809.02,74.98,1096.19,1.817121675,0.659252896,40.49733167,58.8,992.97,830.83,2.642571087
35204385,263.9,24.91,356.18,0,458.22,2.499864596,1.952292833,46.22257867,13.67,433.31,366.06,3.211535943
35204386,469.24,151.89,693.19,0,781.24,2.814722738,0.982492869,41.59728125,185.38,595.86,536.91,2.756489683
35204387,54.09,44.45,96.54,29.13,190.73,1.670668466,0.637209633,52.80076548,85.71,105.02,162.33,0.960782258
35204388,107.42,13.42,217.66,0,378.35,2.621433456,1.500714863,46.65072023,96.89,281.46,311.57,1.812950971
35204389,436.23,285.69,753.55,119.27,1369.79,1.990032552,0.532296683,46.46296148,480.73,859.28,936.39,2.149650676
35204390,591.92,224.23,756.89,120.43,1036.06,1.738914851,0.29989703,38.57581607,361.44,674.62,377.17,2.206850955
35204391,234.77,92.11,333.97,29.16,585.52,2.216283735,1.463605738,54.60701599,70.22,498.21,466.5,2.064353054
35204392,195.76,54.75,284.85,0,399.69,2.894416685,1.438699399,44.60829643,142.47,257.22,242.12,2.367034452
35204393,103.8,68.11,190.97,0,349.1,2.418395251,1.36103515,57.09114867,116.37,232.73,325.59,1.955256374
35204394,167.74,139.63,288.77,78.33,504.64,3.001665477,2.035450868,49.46262682,38.61,466.03,447.87,1.605837825
35204395,272.73,67.34,340.07,0,573.3,2.682982404,1.883117431,54.82541427,123.16,450.14,488.29,2.158154544
35204396,512.43,123.38,618.36,60.13,1119.32,2.744512397,1.317285355,48.04742165,373.38,718.91,861.84,1.858163885
35204397,288.07,280.17,471.08,122.51,918.63,3.015750294,1.077967873,40.62892568,362.7,502.71,670.07,2.183109631
35204398,225.16,239.77,605.14,124.5,911.91,2.527702913,0.608634809,43.02753561,424.7,439.12,569.25,2.063964646
35204399,697.85,269.98,1273.66,71.39,1925.97,2.469079271,0.942042362,47.2360421,784.47,1141.5,1543.14,1.473917039
35204400,81.51,39.85,164.38,115.72,398.34,3.92956496,2.26447667,46.5438068,65.94,332.4,340.48,2.181352613
35204401,655.14,419.93,1033.94,108.01,1453.49,2.188542308,0.903541063,42.34450873,601.28,852.21,1185,1.826493474
35204402,506.5,376.13,986.32,140.06,1629.86,2.801374846,0.6941845,43.01849239,849.7,780.16,1320.06,1.91259372
35204403,173.81,92.57,249.96,42.01,363.29,2.41967497,1.02883975,38.28118032,79.42,283.87,265.22,2.259324507
35204404,340.14,94.99,605.33,30.86,707.35,2.887997872,1.75680298,39.72184916,106.97,600.38,406.29,2.337640489
35204405,215.59,34.36,257.95,17.18,387.56,2.060634474,5,44.5388585,132.78,254.78,268.89,1.882960058
35204406,131.93,16.53,174.39,0,276.38,3.624602592,0.920396185,44.4957667,96.22,180.16,142.59,1.936609017
35204407,144.17,76.81,247.73,0,379.82,2.677805979,2.292019177,37.06571534,122.33,257.49,379.82,1.868437681
35204408,91.73,37.29,161.34,0,244.22,2.763665902,1.502293578,44.06649742,96.37,147.85,176.99,3.606911801
35204409,134.87,16.6,160.67,37.48,217.59,2.08406513,1.378338822,43.68826692,41.11,176.48,195.92,2.096052208
35204410,458.14,431.17,929.6,131.99,1478.22,2.172961963,0.822422022,48.44832298,477.13,981.07,921.86,2.129872414
35204411,347.13,141.05,504.78,0,675.08,1.88363735,0.912999254,48.17498667,122.91,510.01,422.68,2.180526752
35204412,115.7,178.02,291.41,0,386.88,2.071017462,0.458979612,42.75447167,223.52,163.36,349.93,1.594783912
35204413,79.85,0,104.22,0,142.06,2.16620921,0.948612382,41.97550331,79.85,62.21,37.84,2.200901028
35204414,850.69,409.7,1359.17,80.55,1911.28,2.537996107,0.876565541,43.56876543,551.14,1360.14,1439.3,2.181234565
35204415,436.5,76.32,457.73,36.83,866.33,1.821097538,0.729162026,52.8457747,208.13,658.2,719.96,2.027426039
35204416,132.85,58.42,191.27,0,307.76,3.065643988,1.74230501,38.09874578,93.08,214.68,243.71,2.145275539
35204417,289.84,32.99,336.38,17.56,456.9,3.632788077,1.86870229,35.55410374,119.49,337.41,299.61,2.4037645
35204418,82.24,34.33,87.95,41.25,204.89,2.614059709,1.503444756,46.88852555,16.24,188.65,158.14,1.934403826
35204419,224.52,95.3,335.59,44.9,506.65,2.693391937,1.756946549,49.68506859,104.06,402.59,372.66,2.617526892
35204420,104.28,3.98,149.58,8.08,229.7,2.640587561,1.735493281,49.63574227,32.2,197.5,122.59,2.941271223
35204421,46.22,26.64,84.83,0,149.21,2.166860296,1.454981121,49.25454058,11.97,124.77,65.59,1.705515716
35204422,321.74,83.72,383.94,45.17,576.11,3.458754657,1.794128082,43.3591328,66.49,509.62,409.26,2.941452153
35204423,291.52,7.16,328.2,41.94,425.88,1.988049669,0.969564,42.64529915,76.17,349.71,327.68,2.702357472
35204424,460.85,241.51,758.07,86.09,990.62,2.408842818,1.129024751,40.93112394,280.49,696.92,731.01,2.797409703
35204425,171.62,88.05,254.14,0,540.79,3.768137757,1.051297489,30.2032397,196.06,259.67,420.22,1.535605318
35204426,1322.32,615.87,1885.7,68.12,2521.97,2.198047449,0.701894754,44.10031047,861.98,1659.99,1803.49,2.375519931
35204427,940.47,215.91,1249.71,57.45,1857.9,1.991583136,0.916386105,41.28863233,538.59,1319.31,1146.52,2.55518058
35204428,790.33,503.36,1167.48,286.32,2034.07,2.72497921,1.271156386,38.645553,723.33,1071.22,1685.05,1.587344585
35204429,354.98,14.73,410.13,0,480.33,2.811797274,1.823637138,42.25644869,51.98,428.35,413.53,2.189744551
35204430,61.72,29.29,99.63,0,197.24,2.085871404,0.79536802,56.09496045,101.31,76.05,128.72,1.237071588
35204431,633.28,107.43,740.71,0,1200.1,2.853501799,1.371119548,43.07551871,454.34,740.88,905.03,2.684576285
35204432,241.42,261.2,533.31,11.4,1224.67,2.359399684,1.690941317,56.74654397,228.09,996.58,1071.06,2.077163644
35204433,488.08,201.14,752.39,46.61,887.01,3.58256601,1.820202451,43.79435407,116.24,761.01,829.53,4.447514684
35204434,64.4,14.73,63.03,0,127.66,1.849876829,2.032314157,60.67068776,20.98,106.68,95.46,2.099326336
35204435,327.11,126.35,472.03,78.86,701.73,3.414637102,1.365362091,44.40868995,190.63,511.1,587.81,2.21555299
35204436,643.58,437.38,1257.19,81.21,1660.54,2.099818989,0.339405611,41.96267479,676.59,916.07,1060.44,1.929065244
35204437,268.67,63.96,376.12,0,441.58,2.783478682,1.775193798,46.56390688,92.76,348.82,366.71,2.130825671
35204438,162.86,123.36,342.88,0,401.54,3.154057772,1.413342503,42.88651193,77.45,324.09,387.26,1.63585197
35204439,175.32,40.72,217.22,29.88,307.4,3.482102401,1.459900317,40.57306441,109.72,180.66,236.86,1.729993494
35204440,107.25,39.29,146.54,13.06,239.76,2.885682677,1.191204941,41.32040374,80.71,159.05,225.27,3.005964298
